doi,text
10.1186/s13690-018-0318-9,Ratelle M; Skinner K; Laird MJ; Majowicz S; *Brandow D; *Packull-McCormick S; Bouchard M; Dieme D; Stark KD; Aristizabal Henao J; Hanning R; Laird BD (2018). Implementation of Human Biomonitoring in the Dehcho Region of the Northwest Territories; Canada. Archives of Public Health. 76:73.
10.1016/j.jhydrol.2017.11.053,Razavi; S.; and Vogel; R.; (2018); Prewhitening of hydroclimatic time series? Implications for inferred change and variability across time scales. Journal of Hydrology; 557; 109-115.
10.1016/j.envsoft.2018.12.002,Razavi; S.; Gupta; H. V.; (2019); A Multi-Method Generalized Global Sensitivity Matrix Approach to Accounting for the Dynamical Nature of Earth and Environmental Systems Models; Environmental Modelling & Software.
10.1016/j.envsoft.2018.10.005,Razavi; S.; Sheikholeslami; R.; Gupta; H. V.; Haghnegahdar; A.; (2019); VARS-TOOL: A Toolbox for Comprehensive; Efficient; and Robust Sensitivity and Uncertainty Analysis; Environmental Modelling & Software.
,Reid; KA; *Day; NJ; Johnstone; JF; Cumming; SG; Mack; MC; Turetsky; MR; Walker; XJ; Baltzer; JL. Black spruce seed availability in boreal forests after a large wildfire event. Forest Ecology and Management; in review.
10.1002/hyp.13585,Remmer CR; *T Owca; *L Neary; JA Wiklund; *M Kay; BB Wolfe and RI Hall. Delineating extent and magnitude of river flooding to lakes across a northern delta using water isotope tracers. Hydrological Processes; in review.
10.1002/lno.10787,Remmer; C.; *Klemt; W.; Wolfe; B; & Hall; R. (2018). Inconsequential effects of flooding in 2014: a new era of long-term drying at the Peace-Athabasca Delta; Alberta; Canada. Limnology & Oceanography; 63(4); 1502-1518.
10.1002/hyp.13585,Remmer; C.; *Owca; T.; *Neary; L.; Wiklund; J.; *Kay; M.; Wolfe; B. and R. Hall. (2018). Delineating extent and magnitude of river flooding to lakes across a northern delta using water isotope tracers. Hydrological Processes; in review
,Ridenour; C.; Parsons; C.; Marvin; C.; Fitzpatrick; M.; and Van Cappellen; P. (2019). Nutrient silicon cycling and limitation in a coastal embayment of a large lake (Hamilton Harbour; Lake Ontario; Canada). Journal of Geophysical Research â€“ Biogeosciences. (Submitted and Under	Review).i.	Published	Data:	see	D2	(Data	 http://dx.doi.org/
,Robinne; F. N.; Gallagher; L.; BrÃ©thaut; C.; & Schlaepfer; M. A. (2019). A novel tool for measuring the penetration of the ecosystem service concept into public policy. Ecosystem Services; 36; 100914.
,Rodrigo Fernandes Gomes Da Silva; Chanchal K. Roy; Md Masudur Rahman; Kevin Schneider; KlÃ©risson PaixÃ£o and Marcelo Maia. Recommending Comprehensive Solutions for Programming Tasks by Mining Crowd Knowledge. In Proc. of the 27th IEEE/ACM International Conference on Program Comprehension (ICPC 2019); Montreal; May; 2019; 12 pp. (to appear).
10.1007/s11069-018-3455-0,Rokaya; P.; Budhathoki; S. and Lindenschmidt; K.-E. (online) Ice-jam flood research: a scoping review. Natural Hazards. https://dx.doi.org/
,Rokaya; P.; Wheater; H.S. and Lindenschmidt; K.-E. (2019) Promoting sustainable ice-jam flood management along the Peace River and Peace-Athabasca Delta. Journal of Water Resources	Planning	and	Management	145(1):	04018085.
10.1061/(ASCE)WR.1943-5452.0001021,
10.1007/s11676-018-0666-x,Sakellariou; S.; Tampekis; S.; Samara; F.; Flannigan; M.; Jaeger; D.; Christopoulou; O.; & Sfougaris; A. (2019). Determination of fire risk to assist fire management for insular areas: the case of	a	small	Greek	island.	Journal	of	Forestry	Research;	30(2);	589-601.
10.5194/hess-22-3295-2018,Sapriza-Azuri; G.; Gamazo; P.; Razavi; S.; and Wheater; H. (2018); On the Appropriate Definition of Soil Profile Configuration and Initial Conditions for Land Surface-Hydrology Models in Cold Regions; Hydrology and Earth System Sciences; 22; 3295-3309;
10.1016/j.jglr.2018.11.008,Scavia; D.; S. Bocaniov; A. Dagnew; C. Long; Y.-C. Wang (2019). St. Clair-Detroit River system: Phosphorus mass balance and implications for Lake Erie load reduction; monitoring; and climate change. Journal of Great Lakes Research 45(1): 40-49 (This manuscript acknowledges the support from LF and GWF)
10.2134/jeq2018.12.0448,Schneider; K; B. McConkey; A. Thiagarajan; J. Elliott and K. Reid; 2019 (in press). Nutrient loss in snowmelt runoff: results from a long-term study in a dryland cropping system. Journal of Environmental Quality.
10.1029/2018WR024487,Shafii; M.; Craig; J.R.; Macrae; M.L.; English; M.C.; Schiff; S.L.; Capellen; P.V.; and Basu; N.B. (2019). Can Improved Flow Partitioning in Hydrologic Models Increase Biogeochemical Predictability? Water Resources Research; 55.
10.5194/hess-2019-81,Shatilla NJ; Carey SK. 2019. Assessing inter-annual and seasonal patterns of DOC and DOM quality across a complex alpine watershed underlain by discontinuous permafrost in Yukon; Canada. Hydrol. Earth Syst. Sci. Discuss.;
10.1029/2018EO098217,Sheikholeslami; R.*; and Razavi; S.; (2018); Avoiding the Guise of an Anonymous Review; Eos; 99; Transactions of American Geophysical Union.
10.1016/j.envsoft.2018.09.002,Sheikholeslami; R.; Razavi; S.; Gupta; H. V.; Becker; W.; and Haghnegahdar; A.; (2019); Global Sensitivity Analysis for High-Dimensional Problems: How to Objectively Group Factors and Measure Robustness and Convergence while Reducing Computational Cost; Environmental Modelling & Software.
10.5194/gmd-12-4275-2019,Sheikholeslami; R.; Razavi; S.; Haghnegahdar; A.; What Do We Do with Model Simulation Crashes? Recommendations for Global Sensitivity Analysis of Earth Systems Models; Geoscientific Model Development (under review).
,Slaughter; A.; and Razavi; S.; Paleo-hydrologic reconstruction of 400 years of past flows at a weekly time step for major rivers of Western Canada; submitted to Earth System Science Data.
10.2134/jeq2019.03.0136,Smith; D.A.; Macrae; M.L.; Kleinman; P.J.A.; Jarvie; H.P.; Bryant; R.B.; and King; K.W. The latitudes; attitudes and platitudes of watershed phosphorus management in North America. Journal of Environmental Quality. (under review; submitted January; 2019).
,Sniderhan AE; Mamet SD; Baltzer JL. Treeline to treeline: Non-uniform growth dynamics of a dominant boreal tree species in the face of rapid climate change. Journal of Biogeography; in revision.
10.1080/07011784.2018.1527256,Spence; C.; Wolfe; J.D.; Whitfield; C.J.; Baulch; H.M.; Basu; N.B.; Bedard-Haughn; A.K.; Belcher; K.W.; Clark; R.G.; Ferguson; G.A.; Hayashi; M.; Liber; K.; McDonnell; J.J.; Morrissey; C.A.; Pomeroy; J.W.; Reed; M.G.; and Strickert; G. (2018) Prairie water: a global water futures project to enhance the resilience of prairie communities through sustainable water management; Canadian Water Resources Journal / Revue canadienne des ressources hydriques;
10.1080/07011784.2018.1527256,Spence; C.;  Wolfe; J.D.; Whitfield; C.J.; Baulch; H.M.;  Basu; N.B.;  Bedard-Haughn; A.K.; Belcher; K.W.; Clark; R.G.; Ferguson; G.A.; Hayashi; M.; Liber; K.; McDonnell; J.J.; Morrissey; C.A.; Pomeroy; J.W.; Reed; M.G.; & Strickert; G. (2018). Prairie water: a global water futures project to enhance the resilience of prairie communities through sustainable water management; Canadian Water Resources Journal / Revue canadienne des ressources hydriques;
10.1080/07011784.2018.1527256,Spence; C.; Wolfe; J.D.; Whitfield; C.J.; Baulch; H.M.; Basu; N.B.; Bedard-Haughn; A.K.; Belcher; K.W.; Clark; R.G.; Ferguson; G.A.; Hayashi; M.; Liber; K.; McDonnell; J.J.; Morrissey; C.A.; Pomeroy; J.W.; Reed; M.G.; Strickert; G.; 2018. Prairie water: a global water futures project to enhance the resilience of prairie communities through sustainable water management; Canadian Water Resources Journal; 1 - 12.
10.1002/hyp.13308,Spennato; H. M.; Ketcheson; S. J.; Mendoza; C. A.; & Carey; S. K. (2018). Water table dynamics in a constructed wetland; Fort McMurray; Alberta. Hydrological Processes; 32(26); 3824- 3836.
10.1002/hyp.13135,Sprenger M; Tetzlaff D; Buttle J; Carey SK; McNamara J; Laudon H; Shatilla NJ; Soulsby C. 2018. Storage; mixing; and fluxes of water in the critical zone across northern environments inferred by stable isotopes of soil water. Hydrological Processes.
10.5194/hess-2019-51,Stewart; R. E.; K. K. Szeto; B. R. Bonsal; J. M. Hanesiak; B. Kochtubajda; Y. Li; J. M. ThÃ©riault; C. M. DeBeer; B. Y. Tam; Z. Li; Z. Liu; J. A. Bruneau; S. Marinier and D. Matte; 2019: A Review and Synthesis of Future Earth System Change in the Interior of Western Canada: Part I - Climate and Meteorology; Hydrology and Earth System Sciences (in revision).
10.1002/ecs2.2584,Stockdale; C. A.; McLoughlin; N.; Flannigan; M.; & Macdonald; S. E. (2019). Could restoration of a landscape to a preEuropean historical vegetation condition reduce burn probability?. Ecosphere; 10(2); e02584. doi
,Stone; L.; Fang; X.; Hayes; K. et al. incl. Sonnentag; O. Modelling the effects of permafrost loss on discharge from a wetland-dominated basin in the discontinuous permafrost zone in northwestern Canada. Hydrological Processes; in review.
10.1080/07055900.2019.1583088,St-Pierre; M; J M ThÃ©riault and D Paquin (2019) Influence of the model spatial resolution on atmospheric conditions leading to freezing rain in regional climate simulations; Atmos- Ocean; doi.org/
,Stralberg; D; Arsenault; D; Baltzer; JL; Barber; QE; Bayne; EM; Boulanger; Y; Brown; CD; Cooke; HA; Devito; K; Edwards; J; Estevo; CA; Flynn; N; Frelich; LE; Hogg; EH; Johnston; M; Logan; T; Matsuoka; SM; Moore; P; Morelli; TL; Morissette; JL; Nelson; EA; NenzÃ©n; H; Nielsen; SE; Parisien; M-A; Pedlar; JH; Price; DT; Schmiegelow; FKA; Slattery; SM; Sonnentag; O; Thompson; DK; Whitman; E. Climate-change refugia in boreal North America: what; where; and for how long? Frontiers in Ecology and the Environment; accepted.
10.5194/hess-22-4491-2018,ThÃ©riault JM; Hung I; Vaquer P; Stewart RE; Pomeroy J; (2018). Precipitation characteristics and associated weather conditions on the eastern slopes of the Rocky Mountains during March-April 2015; Hydrology and Earth System Sciences; 22(8): 4491 - 4512.
10.5194/hess-22-4491-2018,ThÃ©riault JM; Hung I; Vaquer P; Stewart RE; Pomeroy J. 2018. Precipitation characteristics and associated weather conditions on the eastern slopes of the Rocky Mountains during March-April  2015;  Hydrology  and  Earth  System  Sciences;  22(8):  4491  -  4512.
,Toure; P. Toose; *B. Majumder; P. Marsh; C. Derksen; G. Liston; P. Mann; *B. Walker; *E. Wilcox; H. Lu; M. Sturm; and C. Larsen. (2019). Quantifying snow accumulation across an Arctic shrub-tundra landscape. Environmental Review Letters; in preparation.
,Turetsky; M.R.; B. Abbott; T.E. Schuur; A.D. McGuire; C. Koven; D. Olelfeldt; M. Jones; K. Walter Anthony; G. Grosse. Abrupt thaw amplifies the permafrost carbon feedback. Nature Geoscience; in press
10.1126/science.aar4462,Van Meter; K. J.; Van Cappellen; P.; & Basu; N. B. (2018). Legacy nitrogen may prevent achievement of water quality goals in the Gulf of Mexico Science http://doi.org/
10.1002/lno.11353,Van Meter; KJ; Chowdhury; S; Brynes; D. and Basu; NB. (2019). Biogeochemical Asynchrony: Ecosystem Drivers of Seasonal Concentration Regimes across the Great Lakes Basin; Limnology and Oceanography. (Submitted and Under Review)
,von Buttlar; J.; Zscheischler; J.; Rammig; A.; Sippel; S.; Reichstein; M.; Knohl; A.; Jung; M.; Menzer; O.; Arain; M. A.; Buchmann; N.; Cescatti; A.; Gianelle; D.; Kieley; G.; Law; B. E.; Magliulo; V.; Margolis; H.; McCaughey; H.; Merbold; L.;
10.5194/bg-2017-393,von Buttlar; J.; Zscheischler; J.; Rammig; A.; Sippel; S.; Reichstein; M.; Knohl; A.; Jung; M.; Menzer; O.; Arain; M. A.; Buchmann; N.; Cescatti; A.; Gianelle; D.; Kieley; G.; Law; B. E.; Magliulo; V.; Margolis; H.; McCaughey; H.; Merbold; L.; Migliavacca; M.; Montagnani; L.; Oechel; W.; Pavelka; M.; Peichl; M.; Rambal; S.; Raschi; A.; Scott; R. L.; Vaccari; F. P.; van Gorsel; E.; Varlagin; A.; Wohlfahrt; G.; & Mahecha; M. D. (2018). Impacts of droughts and extreme temperature events on gross primary production and ecosystem respiration: a systematic assessment across ecosystems and climate zones; Biogeosciences Discussion; 15; 1293- 1318. doi.org/
,Walker; X.; Baltzer; J.; Barrett; K.; Bourgeau-Chavez; L.; Brown; C. L.; *Day; N. J.; de Groot; W. J.; Dieleman; C.; Enders; S.; Goetz; S.; Hoy; E. E.; Jenkins; L.; Johnstone; J.; Kane; E.; Natali; S.; Parisien; M.; Rogers; B. M.; Schuur; E. A. G.; Turetsky; M.; Veraverbeke; S.; Whitman; E. and Mack; M.: Bottom-up controls of area-based C emissions from boreal wildfires; Nature Geosciences; in review.
,Walker; XJ; Baltzer JL; Cumming SG; *Day NJ; Goetz S; Johnstone JF; Potter S; Rogers BM; Schuur EAG; Turetsky MR; Mack; MC. 2019. Vulnerability of legacy carbon to combustion increases with shortened fire return intervals in boreal forest. Nature; requested revision under review.
10.1111/gcb.14287,Walker; XJ; Rogers; BM; Baltzer; JL; Cumming; SR; *Day; NJ; Goetz; S; Johnstone; JF; Schuur; EAG; Turetsky; MR; Mack; MC. (2018) Cross-scale controls on carbon emissions from boreal mega-fires of the Northwest Territories; Canada. Global Change Biology; 24: 4251-4265
10.1007/s10021-019-00435-0,Wallace; C.A. and Baltzer; J.L. (2019). Tall shrubs mediate abiotic conditions and plant communities at the taiga- tundra ecotone. Ecosystems; in review.
10.1016/j.scitotenv.2018.11.361,Wang H; Tetzlaff D; Buttle J; Carey SK; Laudon H; McNamara JP; Spence C; Soulsby C. 2019. Climate-phenology-hydrology interactions in northern high latitudes: Assessing the value of remote sensing data in catchment ecohydrological studies. Science of the Total Environment. 656; 19-28.
,Wang X; Shaw E; Westbrook CJ; Bedard-Haughn A. 2018. Beaver dams induce hyporheic and biogeochemical changes to riparian areas in a mountain peatland. Wetlands 38(5): 1017- 1032.
10.3390/rs10111727,Wang; J.; C.R. Duguay; and D.A. Clausi; V. Pinard; and S.E.L. Howell; 2018. Semi-automated classification of lake ice cover using dual polarization RADARSAT-2 imagery. Remote Sensing; 10; 1727;
10.1111/gcb.14804,Wang; J.A.; Sulla-Menashe; D.; Woodcock; C.E.; Sonnentag; O.; Keeling; R.F.; Friedl; M.A. Extensive land cover change in Arctic-Boreal biomes from disturbance and climate forcing. Nature Geoscience; in review.
10.1002/eco.1975,Warren; R.K.; *Pappas; C.; Helbig; M.; Chasmer; L.E.; Berg; A.A.; Baltzer; J.L.; Quinton; W.L.; Sonnentag; O. (2018); Minor contribution of overstory transpiration to landscape evapotranspiration in boreal forest peatlands. Ecohydrology; 11; e1975.
10.1016/j.rse.2018.05.012,Wayand NE; Marsh CB; Shea JM; Pomeroy JW; (2018). Globally Scalable Alpine Snow Metrics; Remote Sensing of Environment; 213: 61 - 72. org/
,Westbrook CJ. 2019. (in press) Beavers as agents of landscape change. Oxford Bibliographies in Environmental Science. Accepted 2 April 2019
,Whitfield; C.; Casson; N.; North; R.; Venkiteswaran; J.; Ahmed; O.; Leathers; J.; Nugent; K.; Prentice; T.; and Baulch; H. (2019) The effects of freeze-thaw cycles on phosphorus release from riparian macrophytes in cold regions. Canadian Water Resources Journal. In review.
10.3390/f9030151,Whitman; E.; Parisien; M. A.; Thompson; D.; & Flannigan; M. (2018). Topoedaphic and forest controls on post-fire vegetation assemblies are modified by fire history and burn severity in the Northwestern Canadian Boreal Forest. Forests; 9(3); 151.
10.1101/512798,Whitman; T.; Whitman; E.; Woolet; J.; Flannigan; M. D.; Thompson; D. K.; & Parisien; M. A. (2019). Soil Bacterial and Fungal Response to Wildfires in the Canadian Boreal Forest Across a Burn Severity Gradient. bioRxiv; 512798.
10.1088/1748-9326/aaa136,Wilkinson; S. L.; Moore; P. A.; Flannigan; M. D.; Wotton; B. M.; & Waddington; J. M. (2018). Did enhanced afforestation cause high severity peat burn in the Fort McMurray Horse River wildfire?. Environmental Research Letters; 13(1); 014018.
10.1139/cjfr-2018-0217,Wilkinson; S. L.; Moore; P. A.; Thompson; D. K.; Wotton; B. M.; Hvenegaard; S.; Schroeder; D.; & Waddington; J. M. (2018). The effects of black spruce fuel management on surface fuel condition and peat burn severity in an experimental fire. Canadian Journal of Forest Research; 48(12); 1433-1440.
,Wolfe; J.D.; Shook; K.R.; Whitfield; C.J.; and Spence; C. Watershed Classification for the Canadian Prairies. Hydrology and Earth Systems Science Discussions. In review.
,Woroniuk; B.; *Tipton; K. Grasby; S.E.; McIntosh; J.C. and Ferguson; G. Accepted. Salt dissolution and permeability in the Western Canada Sedimentary Basin. Hydrogeology Journal 27: 161-170.
10.1038/s41893-018-0036-x,Wunder; S.; Brouwer; R.; Engel; S.; Ezzine-de-Blas; D.; Muradian; R.; Pacual; U.; Pinto; R. (2018). From principles to practice in paying for natureâ€™s services. Nature Sustainability 1(3): 145- 150.
10.1038/s41893-018-0036-x,Wunder; S.; Brouwer; R.; Engel; S.; Ezzine-de-Blas; D.; Muradian; R.; Pacual; U.; Pinto; R. (2018). From principles to practice in paying for natureâ€™s services. Nature Sustainability 1(3): 145-150. i. Data provided in the supplementary material.
10.1016/j.chemosphere.2018.10.210,Xiaohui Zhang; Song Tang*; Mao Wang; **; Weimin Sun; Yuwei Xie; Hui Peng; Aimin Zhong; Hongling Liu***; Xiaowei Zhang; Hongxia Yu; John P. Giesy; Markus Hecker. Acid mine drainage affects the diversity and metal resistance gene profile of sediment bacterial community along a river. Chemosphere. 2019 Feb; 217:790-799.
,Y.	Qin; A. U. Alam; S. Pan; M. M. Howlader; R. Ghosh; N.-X. Hu; H. Jin; S. Dong; C.-H. Chen; and M.J. Deen. â€œIntegrated water quality monitoring system with pH; free chlorine; and temperature sensorsâ€. Sensors and Actuators B: Chemical 255 (2018); pp. 781â€“790.
,Yassin; F.; Razavi; S.; Elshamy; M.; Davison; B.; and Wheater; H.; Representation of Water Management in Hydrological and Land Surface Models; submitted to Hydrology and Earth System Sciences.
10.5194/hess-2019-207,Yassin; F.; Razavi; S.; Wong; J.; Wheater; H.; Hydrologic-Land Surface Modelling of a Complex System under Significant Precipitation Uncertainty: a case study of the Saskatchewan River Basin; Canada; submitted to Hydrology and Earth System Sciences.
10.1016/j.envpol.2018.03.099,Yuwei Xie; Tilman Floehr; Xiaowei Zhang*; Hongxia Xiao; Jianghua Yang; Pu Xia; G. Allen Burton Jr.; Henner Hollert. In situ microbiota distinguished primary anthropogenic stressor in freshwater sediments. Environ Pollut. 2018 Aug; 239:189-197.
10.1016/j.envpol.2018.02.081,Yuwei Xie; Xiaowei Zhang*; Jianghua Yang; Seonjin Kim; Seongjin Hong; John P. Giesy; Un Hyuk Yim; Won Joon Shimg; Hongxia Yu; Jong Seong Khim**. eDNA-Based Bioassessment of Coastal Sediments Impacted by an Oil Spill. Environ Pollut. 2018 Jul; 238:739-748.
10.5194/hess-22-5057-2018,Z.	Li; Y. Li; B. Bonsal; A. Manson; L. Scaff; 2018: Combined Impacts of ENSO and MJO on the 2015 Growing Season Drought over the Canadian Prairies; Hydrol. Earth Syst. Sci.; 22; 5057â€“ 5067
10.1007/s00382-018-4508-5,Z. Zhang; Y. Li; F. Chen; M. Barlage; Z. Li; 2018: Evaluation of convection-permitting WRF CONUS simulation on the relationship between soil moisture and heatwaves; Climate Dynamics;
10.1007/s00382-018-4508-5,Zhand; Z.; Li; Y.; Chen; F.; Barlage; M.; Li; Z.; 2018. Evaluation of convection-permitting WRF CONUS simulation on the relationship between soil moisture and heatwaves. Climate Dynamics.
10.1016/j.chemosphere.2018.10.210,Zhang; Z.-H.; S. Tang; M. Wang; W.-M. Sun; Y.-W. Xie; H. Peng; A. Zhong; H.-L. Liu; X.-W. Zhang; H.-X. Yu; J.P. Giesy and M. Hecker. 2019. Acid Mine Drainage Affects the Diversity and Metal Resistence Gene Profile of Sediment Bacterial Community Along a River. Chemosphere. 217:790-799. org/
,Zhe Zhang; Yanping Li; Fei Chen; Michael Barlage; Zhenhua Li; (2018): Evaluation of convection- permitting WRF CONUS simulation on the relationship between soil moisture and heatwaves; Climate Dynamics;
,Zhenhua Li; Yanping Li; Barrie Bonsal; Alan Manson; Lucia Scaff; (2018): Combined Impacts of ENSO and MJO on the 2015 Growing Season Drought over the Canadian Prairies; Hydrol. Earth Syst. Sci.; 22; 5057â€“5067
10.1109/TGRS.2018.2848642,Zhu; J.; J. King; S. Tan; C. Derksen; J. Lemmetyinen; and L. Tsang. (2018). Forward and inverse radar modeling of terrestrial snow using SnowSAR data. IEEE Transactions on Geoscience and Remote Sensing; 56 (12);
,Zolfaghari; K.; M. Hoekstra; C. Duguay; D. Rudolph; and I. D'Souza; 2019 (in press). Canadian water microsatellite mission - concept design. Proceedings of 2019 IEEE International Geoscience & Remote Sensing Symposium; Yokohama; Japan; (4 pages).
,Zwieback; S.; & Berg; A. A. (2019). Fine-Scale SAR Soil Moisture Estimation in the Subarctic Tundra. IEEE Transactions on Geoscience and Remote Sensing.
10.1029/2018WR023247,Zwieback; S.; Westermann; S.; Langer; M.; Boike; J.; Marsh; P.; & Berg; A. (2019). Improving permafrost modeling by assimilating remotely sensed soil moisture. Water Resources Research.
